Unit Weight (kN/m³),Cohesion (kPa),Internal Friction Angle (°),Slope Angle (°),Slope Height (m),Pore Water Pressure Ratio,Reinforcement Type,Reinforcement Numeric,Factor of Safety (FS)
15.745506436797708,27.660960335236616,30.39319748198826,41.66823961304,24.22556296469918,0.39838704124115176,Geosynthetics,2,3.0
24.86886936600517,45.232457234174895,34.86496134872445,58.8179549815653,48.638123702934315,0.9878210726322629,Soil Nailing,1,3.0
22.722447692966576,47.13542390292025,30.499644961398754,15.891142630996722,44.65340718961335,0.8690685172807263,Soil Nailing,1,3.0
16.987156815341724,41.331692290662026,23.82489466695436,17.13538346069592,25.85866590947489,0.0824302769466656,Soil Nailing,1,3.0
15.055221171236024,33.601706690368424,31.735668791473962,28.443519835049017,47.43783531999151,0.9473285636286182,Drainage,3,3.0
23.15461428454834,18.66744291160349,37.27294554852582,51.81095688776601,42.03296939329065,0.04251438590459422,Soil Nailing,1,2.569809047614586
22.06857343847617,49.23252147290995,39.98209519169124,33.36154763754071,45.549043774690766,0.18191429373910717,Retaining Wall,0,3.0
22.290071680409874,17.336127523637224,32.33315691991367,26.080530012791083,35.733975555916444,0.5845955408466743,Geosynthetics,2,2.25828157914293
22.71270346685946,14.119561489569397,24.130947255260022,38.06019161044306,43.59443195578977,0.0807371784000136,Retaining Wall,0,1.79535055216117
15.740446517340903,24.896935120396225,30.36719274123579,23.0261598722875,45.129476360044656,0.16172775698936892,Soil Nailing,1,3.0
18.584657285442727,7.557825682057481,39.657348221042454,30.057995362376047,9.140746304330214,0.9534917871122387,Geosynthetics,2,1.30036832839395
16.158690595251297,49.03225091023059,30.32148176542682,26.630257461602092,48.434763949729636,0.9946878848876081,Geosynthetics,2,3.0
23.631034258755935,31.479510038739118,37.413269840105556,50.207051120732295,20.012589444382847,0.7981365417802972,Soil Nailing,1,3.0
21.23298126827558,30.062844124887885,32.680342041952244,56.21278632190004,24.795477931250996,0.5152093914647028,Geosynthetics,2,3.0
18.308980248526492,34.51083259548739,26.030578127734916,47.97860960784559,40.63566916367669,0.9003009356916752,Soil Nailing,1,3.0
15.635583502860236,27.3660641499743,39.90376270057686,31.954178801499175,34.920333750762396,0.1118987708835687,Geosynthetics,2,3.0
18.109823217156624,6.442858269254371,22.105336351767175,35.216748874833186,45.18769605962258,0.9428918692450089,Soil Nailing,1,0.5575169486135068
18.25183322026747,32.554007997817855,33.12225706887877,16.253684696471783,23.025818784954748,0.3515529274554322,Retaining Wall,0,3.0
22.29606178338064,37.227824463039376,25.222275856085123,47.34323555672689,21.797967365427137,0.8614893912331945,Geosynthetics,2,3.0
21.375574713552133,23.753707728082393,21.67664071353439,39.823783969752206,6.425998229359386,0.668373405985391,Drainage,3,2.365500920569168
23.872127425763267,39.078300743203684,32.57334842708122,55.12199980687182,25.822641950134614,0.960274304055722,Retaining Wall,0,3.0
19.72214925161949,15.215058470228927,32.489053898373086,20.03055717875766,37.58318466480989,0.8646779477958182,Drainage,3,1.9718297646165097
16.195942459383016,14.957446597978281,37.67252254189302,47.98630609663061,18.553042293179722,0.8878978135509061,Retaining Wall,0,1.8276834434525027
22.13244787222995,12.263764445940827,38.61876732629762,44.23358308595949,25.822693115322863,0.6317543561200305,Retaining Wall,0,1.7554556798843937
22.607850486168974,21.739764190512282,38.19478721732242,23.29227669048761,14.872899581837512,0.8331585309762758,Retaining Wall,0,2.7976339605689615
20.61277197569496,43.11554159250876,30.238968322918875,43.36893197704126,39.77545126421573,0.7571311507613385,Drainage,3,3.0
22.70967179954561,42.256042796707895,35.79224468066406,56.21866902883248,7.723020260351619,0.16162313090388725,Retaining Wall,0,3.0
19.93795596364391,22.22708935835767,34.423631066099006,55.921799383355946,36.74223747502242,0.648596891353243,Geosynthetics,2,2.486646865195553
20.22732829381994,31.510343119110644,30.53904390292299,45.98132872580707,22.052300528524256,0.14817554652015863,Geosynthetics,2,3.0
19.275410183585496,37.436734241371205,34.93031735464983,12.403655626703005,6.871823122420436,0.8694561218855299,Geosynthetics,2,3.0
15.254191267440952,15.854304858261035,43.681196917656564,53.613216866008074,43.40613142813036,0.06594979933996847,Retaining Wall,0,2.4723633147512576
16.078914269933044,12.566348865263619,24.822343592034436,42.888930350227,26.947483843152433,0.9870466701932753,Soil Nailing,1,1.1616337009952689
15.314291856867342,48.744319694553994,42.64430239463816,25.52171265913672,31.96935363272581,0.4006266661377115,Soil Nailing,1,3.0
21.364104112637804,32.79007909443283,21.33638784957996,19.362518085284965,37.94138111860056,0.17062935370143562,Geosynthetics,2,3.0
18.143559810763268,49.16370748251487,27.709730322541517,15.810193149865857,34.47834948505349,0.9356749836612229,Retaining Wall,0,3.0
20.08570691164703,20.199019420950307,27.203631215288205,12.511844962888048,37.888559186657524,0.04542598622984795,Drainage,3,2.7788582065275
24.07566473926093,36.63642649883592,35.65912769702264,47.70516239753782,39.3026758060036,0.47010563450898346,Drainage,3,3.0
17.49292229148875,15.017163644355698,23.28062379443226,21.792149947163765,31.51181887540749,0.7702271279245027,Geosynthetics,2,1.6747020941494226
19.103829230356297,16.754007707326082,42.05869029599384,11.212646802162753,21.453702390849053,0.316750475431701,Retaining Wall,0,2.806855408194925
22.555511385430485,28.03559545713308,40.71378521162603,29.863532592099464,15.941396737235419,0.5288346699028011,Drainage,3,3.0
17.287981654916223,19.382815647863204,36.30164549213194,34.130354029616946,45.630645649375424,0.7004130163138019,Drainage,3,2.456826366070981
15.76979909828793,12.5429703728263,31.460345794804944,18.461511545006346,48.64661800871991,0.9519764210013208,Drainage,3,1.6423719044920708
17.89751452913768,16.82963158951967,43.323901053551964,12.202416808127488,21.0948239794194,0.10270263927102996,Soil Nailing,1,2.9537177063535762
16.612212872540045,6.608677750963909,40.7686638680139,19.456274154903443,10.05398280825351,0.15722670371491976,Soil Nailing,1,1.7466471439570266
24.29697652342573,36.6990629664869,32.48287870203112,43.955138091828715,15.014179720239406,0.5088708951940669,Drainage,3,3.0
23.08120379564417,27.145249568863772,37.54683386135778,14.11218386256032,35.180030569423536,0.4184749611500469,Retaining Wall,0,3.0
21.334037565104236,9.240937988203653,34.17324880449212,37.751851527849695,12.782001648124883,0.4107961606836664,Drainage,3,1.4802854966831054
23.714605901877178,12.726229690782105,34.69855595970661,17.320599395408333,40.105502287744464,0.2969615029361532,Drainage,3,2.1075547556462704
23.036720768991145,9.61405421506898,28.27440173593678,19.784458679020968,46.53636079436211,0.5606847985089561,Soil Nailing,1,1.4256984933267698
16.86570058886036,32.56667637241444,31.55211511562242,29.653894163334932,48.364318178548125,0.8832883361657162,Retaining Wall,0,3.0
23.92558998489978,9.23946636256222,21.953035769743604,15.041266802686568,5.419647768870081,0.16092434053786386,Geosynthetics,2,1.424839656951878
20.393422419156508,38.94270498658472,28.933717291614812,18.660175139110642,48.11693742294875,0.21528632949575766,Retaining Wall,0,3.0
23.074401551640626,5.922991369417603,37.3957128840538,27.447620572567708,38.30874886083279,0.6708234977995857,Retaining Wall,0,1.2289349451180835
23.96091299923493,16.221910459815145,43.83040076265466,26.483450274918344,8.782260451871101,0.056197654287304166,Soil Nailing,1,2.790271074843835
18.18003474971864,45.08000041513582,44.076602819075504,47.46357428378659,23.68582109504269,0.6737641995630065,Retaining Wall,0,3.0
16.100519245276768,37.333909315501074,33.893071728122294,13.739115256321218,36.50204635607791,0.31445615086333734,Soil Nailing,1,3.0
17.279351625419416,8.283574981655947,35.165556295239554,53.02253678331717,48.05084716974722,0.357853931400015,Retaining Wall,0,1.2913903744737343
19.271077886262564,41.95067470183309,24.643029637524187,50.81160853697274,12.386362712512666,0.40554937382290024,Soil Nailing,1,3.0
23.18014765922493,27.186580469309217,37.382702702338264,48.29958198459692,10.74799768671293,0.3495875614917149,Retaining Wall,0,3.0
23.607305832563434,43.10523622259731,21.766469816859654,25.468618123156624,26.255617396784533,0.8412096212795322,Retaining Wall,0,3.0
15.069521305311907,32.03328985026771,27.11714214498611,51.14408927703938,48.56445021823202,0.9460684574003091,Retaining Wall,0,3.0
20.107473025775658,35.682486441478645,36.709083682136054,19.14010401446404,48.712064686610475,0.5480114753161884,Retaining Wall,0,3.0
19.17411003148779,49.70757021780687,27.75775328858723,16.22046029275141,15.25616334738092,0.5818784988349394,Geosynthetics,2,3.0
17.221078104707303,15.455099566580818,21.24617185286136,12.247816674474368,19.37062165871558,0.07048310801343516,Geosynthetics,2,2.0959959643353328
16.19865367333683,33.07755086426248,40.796760233774094,56.9655181502788,45.86143935400945,0.7131919283610006,Soil Nailing,1,3.0
18.37615171403628,25.714462552582926,27.758250178364076,25.400544885263685,38.06786708834289,0.584098872964084,Geosynthetics,2,2.9506663758690825
24.429097039125192,6.775337881521114,21.57763062146696,55.8808940088953,48.754239289592824,0.050394523807600344,Drainage,3,0.8127819402082568
18.232029320207552,5.651178867628927,21.86970411257163,23.630678075966486,45.191676335699945,0.19842566707170328,Geosynthetics,2,0.9585884095530971
20.18790621743366,10.36528600180364,26.29396996971884,55.37829796681748,14.67932226411845,0.20194342039256274,Soil Nailing,1,1.2582395759732026
22.030189588951778,34.20912832423467,24.450398680538157,55.196452642304415,39.187708673570754,0.17096795194335923,Drainage,3,3.0
18.63629602379294,30.52233895610265,39.35750294450377,56.18380225053564,7.1854354202052475,0.6586459546227771,Geosynthetics,2,3.0
24.717820827209607,29.904330252367735,28.042101166675863,34.80767196420969,41.80247504336633,0.9284396153557689,Drainage,3,3.0
24.62447294942111,6.433554313771704,40.117394625995814,53.2973143399446,32.070054310007365,0.7629753253583593,Drainage,3,1.0661411128317384
17.517822958253642,26.118634836200318,24.34614994557882,57.53829480836601,48.024543318640774,0.4773734852139132,Drainage,3,2.6093321244487084
19.972485058923855,46.608026802913784,32.321979488602096,26.230847094858973,48.20146049610853,0.4040512979844819,Soil Nailing,1,3.0
18.008783098167697,22.8916341189791,37.20092833882822,30.943720284127753,7.286679906095987,0.38645810530922253,Geosynthetics,2,3.0
17.848404943774675,33.121511140480536,36.29977134664637,45.9620093667872,12.223466850009553,0.601246957695825,Soil Nailing,1,3.0
15.368869473545328,40.09184040304146,35.02823524825672,25.017991086165047,26.78931712934112,0.35922065894453636,Soil Nailing,1,3.0
21.09564333979897,40.276637561384945,43.120540048279246,47.690465445632945,44.57720862257671,0.22612197118871713,Geosynthetics,2,3.0
20.026790232288615,28.36760370778721,25.713128692668608,13.694607260676698,41.65003140332254,0.6028429065755829,Soil Nailing,1,3.0
15.514787512499893,43.607837543105134,32.342980111552635,36.174919214427106,48.396651185830045,0.39070541342757314,Retaining Wall,0,3.0
17.786464642366113,22.612014201368613,42.09981375181022,16.11567420418726,32.813785270010335,0.01412482914383384,Geosynthetics,2,3.0
24.082658859666537,44.99119466531592,21.947344139878926,24.666173821833823,16.545358380272926,0.02223111356677454,Retaining Wall,0,3.0
17.395618906669725,15.810222487799539,21.39720670632688,22.931269624323598,6.129798777732979,0.27413661115441834,Geosynthetics,2,1.927881470503738
16.44894872091223,17.609738314575697,25.832557188957285,51.94660367813331,15.031692082424701,0.5124221995068637,Geosynthetics,2,1.8463819345547143
19.894527602775632,7.3904280889550495,35.82553048845046,19.675862770309873,35.387293907913104,0.35423950766798873,Soil Nailing,1,1.559348776973427
24.856504541106005,40.80118264440273,26.49699066124517,50.422396007955946,46.682367050435595,0.02405515238755196,Soil Nailing,1,3.0
17.420552715115004,23.76748563047175,24.755997095219975,49.6980172953961,19.440665028871916,0.22315176375324042,Soil Nailing,1,2.593392411390593
21.721355474058786,15.310247626012957,31.470057883957303,34.94415277786149,44.406694863018295,0.09641930867461612,Drainage,3,2.1823755099506164
22.616196153287177,15.430562492746084,35.33995171923529,21.69216277980648,22.77042117535204,0.9486320013614166,Geosynthetics,2,2.0298170114370118
17.376375439923997,45.562997355315495,26.213942675418508,21.344816997811137,18.872206221584765,0.3128340756285265,Drainage,3,3.0
22.282163486118595,42.52624702074666,27.51727966809355,33.24623235579239,27.897990926261812,0.014766371595495875,Soil Nailing,1,3.0
18.677831327192532,29.90888984107325,35.33898262028785,10.440450369675816,24.902307158432684,0.6605632519856636,Retaining Wall,0,3.0
21.323058305935795,32.72498601870745,43.64346054973632,36.567537730568304,46.12099408326581,0.23244794050781714,Retaining Wall,0,3.0
21.335297107608948,26.344650674763095,36.868543185952205,57.63897628835277,26.071562633365694,0.5667362550310041,Geosynthetics,2,3.0
20.357746840747584,22.624994429546398,39.572603589614,17.735344093129825,17.480092425038396,0.15074545460948785,Drainage,3,3.0
15.902897700544083,46.19645965482491,29.17025236888672,38.667281073780174,42.915450987585665,0.9840132351224646,Geosynthetics,2,3.0
23.35302495589238,10.652571658413592,26.806358984611652,58.08893443222284,49.9437280246805,0.970259186565333,Soil Nailing,1,0.8927835277235194
18.20780064971736,23.830105537230256,31.356693580065564,53.02610697458001,34.16771386315958,0.6559833516903059,Drainage,3,2.5699809274675913
16.86518510399854,20.50528585945439,40.17832071779184,52.51900581906701,16.27076160213614,0.7072026218220607,Retaining Wall,0,2.5110145741034664
15.40775141554764,27.416782411301675,31.407491044763894,51.09249651980945,15.746678465593067,0.42587889129165135,Soil Nailing,1,3.0
20.90892943188242,25.593434354532878,41.168135219746524,25.45118030280928,7.596801329686691,0.9621793454181689,Soil Nailing,1,3.0
21.775643618422826,28.350028924298663,44.719299517378175,54.53084156334061,8.47818673313382,0.42373962037120094,Soil Nailing,1,3.0
15.165878289278561,11.296353975214734,21.80066664325841,57.06701756165855,46.17423928322431,0.23946799740806024,Drainage,3,1.1659201113094713
20.12093058299281,28.091367568097468,21.135253902092593,34.78962116495197,9.341919817229774,0.115378609603904,Soil Nailing,1,3.0
17.26495775197938,15.90884662492449,23.739742572834047,27.728552362972938,26.795473172455047,0.2081253003143856,Retaining Wall,0,2.0008612411333284
21.451727904094497,13.294910704468606,29.609241893358657,30.711450780292807,36.41548008619302,0.5722135039287221,Soil Nailing,1,1.7232445404581933
16.743664290049914,7.917539845378605,23.276055228635812,26.710322091563278,43.26596522481214,0.24509171793929907,Drainage,3,1.177973412273772
21.90937738102466,39.31936514402634,41.7666119404689,20.620922101227002,12.707192761417728,0.6542494284475447,Drainage,3,3.0
18.867353463005372,24.2348864385452,20.578656275676597,40.92242351264447,24.700040560641057,0.38218451988504665,Retaining Wall,0,2.509127357974772
24.367299887367345,33.19896574902913,27.894817908395563,38.129844312266144,16.316608775619986,0.8868729054172443,Drainage,3,3.0
16.375209441459933,37.74170044871345,24.617365737355133,33.12925355196378,16.512039048497073,0.5584780674655774,Retaining Wall,0,3.0
18.410663510502584,35.56924993910991,43.28848325393831,14.792269334241588,18.672768836900413,0.6226040531012761,Geosynthetics,2,3.0
16.13473521240589,26.172532359035703,36.7370251222507,49.84464823529999,31.42022964883103,0.556559802992677,Soil Nailing,1,3.0
24.24693618278563,22.45543380282784,42.80075641128436,18.74667813753946,5.745986225851469,0.8855687741910242,Geosynthetics,2,3.0
23.77339353380981,21.918195933829868,44.308217757759834,15.728102169802407,23.394482884198755,0.06341956792919135,Geosynthetics,2,3.0
17.579416277151555,33.80219586185254,32.42745609193423,41.15356977414737,13.407356085475666,0.06734870709074514,Geosynthetics,2,3.0
21.599840460341788,27.265745972384302,25.857977701200657,29.932218061886157,48.52033288306857,0.7017402449247484,Retaining Wall,0,2.9383148841972164
23.17222200201216,43.210951159482974,24.843219654914733,12.990423767616473,31.222812166263964,0.7679639020481783,Soil Nailing,1,3.0
20.552008115994624,44.36158929470204,25.572971542146014,27.77841774805291,44.06429609736452,0.43358941828196784,Geosynthetics,2,3.0
20.296505783560065,12.67521701029333,37.71483269055007,48.58901761424814,13.80604940463254,0.35230520805426335,Retaining Wall,0,1.862640010544722
17.418522909004515,11.130514319557655,21.01114320307502,40.76246026085488,41.45070646957045,0.27794506620541315,Drainage,3,1.2668257363470108
15.931027678058992,33.36804167161998,21.28402682581787,28.13930114934984,23.6652107587355,0.23439488583354773,Geosynthetics,2,3.0
23.972157579533267,18.555158662802576,35.20357355957875,19.590239581729406,12.996260998223109,0.9119585896786052,Retaining Wall,0,2.3770866276096196
24.004180571633306,5.835682344429449,36.051428668435165,41.58978104023866,39.25603410747048,0.29513954636117246,Retaining Wall,0,1.2218149398078106
21.33101457273268,44.98892012133298,36.6315731080615,54.377765047317766,39.29049939268764,0.6480787958111967,Retaining Wall,0,3.0
18.390297910487007,15.210534525971372,29.29701261471478,42.31363590079569,49.81495580888274,0.7870947803836221,Retaining Wall,0,1.6809367905545285
18.49209574612661,46.81762932586141,40.14862221785383,50.64519273251121,40.14217678091738,0.021966578447580876,Soil Nailing,1,3.0
22.259556788702394,37.28455028952141,33.34061469316544,36.07639192771855,11.537026156720753,0.0338741498831866,Drainage,3,3.0
23.97110259952577,39.31940704601679,22.636640750235486,45.89855533705144,19.51451338035777,0.3331374046373693,Retaining Wall,0,3.0
23.870864242651173,14.06576731069222,39.92748267668363,54.811338688917616,25.32771127810157,0.6960157443137032,Geosynthetics,2,1.8413715612459822
22.798755458576238,15.538749152756582,43.82669465676146,48.65894891293276,10.699376256940779,0.2607986352623497,Drainage,3,2.3977759304072044
21.42031646154288,28.457048922082958,21.500907825058967,55.49269766990729,40.46175385015163,0.0014832904322502616,Soil Nailing,1,3.0
15.841399649950489,12.744493369243798,29.783783467514496,31.556980105802992,28.70143420606639,0.288147899943917,Geosynthetics,2,1.8075983681448748
16.616287140946138,18.744426170736453,32.18790112086869,55.21101275635283,47.50023060930891,0.09013081664351275,Drainage,3,2.3501971185506503
23.98554188527079,19.465811507651203,23.661769001957925,41.07836172408538,31.51886650366191,0.2194133057923232,Drainage,3,2.214816514026702
21.0642905965959,12.183346996374384,41.692723694571924,53.502438304084684,28.530458768221425,0.3331900006992976,Soil Nailing,1,1.9064727727326738
15.091970516166297,14.233227502782233,27.1037411222511,11.96882652189177,8.214131881978895,0.12805735506875182,Geosynthetics,2,2.1430638449333
16.01471542866032,40.48483289037154,39.575213498454005,42.89261909567681,11.720565722506,0.70636472744766,Geosynthetics,2,3.0
21.635017691080556,12.523813454627078,36.774862050707895,52.39875394389493,43.2286734543868,0.2559202320061883,Retaining Wall,0,1.8262624250442612
15.050615838462187,6.280582632976512,34.95114556167559,18.710101682159987,49.58041900216137,0.6610947993049624,Drainage,3,1.2754480322127564
16.608080514174986,33.32097241830223,24.80357121741386,43.089346673246155,23.683061115422127,0.5990328528211694,Geosynthetics,2,3.0
20.48733789366586,48.91924037266025,25.51758801377264,51.24773571083157,41.45387376762181,0.8980454876937359,Soil Nailing,1,3.0
21.918951976926934,19.904621658040462,21.183710118664234,24.397468481631854,33.241359484879325,0.08793317234466924,Geosynthetics,2,2.408644565437534
21.519612595026004,10.339506643831353,26.01781074455666,30.2623163953196,48.157667315227116,0.21460811136366476,Retaining Wall,0,1.4912838028999957
17.2426930946056,30.667429641538885,28.636090236512853,38.47588592496097,15.716175594984197,0.865178429043976,Drainage,3,3.0
